Run Id,Source,Key,Distance,Duration (ms),Duration,Speed,HR Average,HR Max,HR Min,Start Date,Start Date (utc),Created Date (utc),Updated Date (utc),Is Deleted,Is Manual Edit,Description
37470943,GarminHealth,16754|2024-03-25T19:12:15,5.00189,1760708,29:20,10.2270245832926,,,,25/03/24 4:12 PM,25/03/24 7:12 PM,25/03/24 8:11 PM,25/03/24 8:11 PM,False,
37449130,GarminHealth,16754|2024-03-23T16:44:38,5.00036,1749994,29:09,10.286490125109,,,,23/03/24 1:45 PM,23/03/24 4:45 PM,23/03/24 5:38 PM,23/03/24 5:38 PM,False,
37413971,GarminHealth,16754|2024-03-19T20:15:53,5.00149,1791996,29:51,10.0476585885236,,,,19/03/24 5:16 PM,19/03/24 8:16 PM,19/03/24 9:05 PM,19/03/24 9:05 PM,False,
37367241,GarminHealth,16754|2024-03-15T17:35:56,5.00401,1769416,29:29,10.1810066146118,,,,15/03/24 2:36 PM,15/03/24 5:36 PM,15/03/24 6:25 PM,15/03/24 6:25 PM,False,
37310153,GarminHealth,16754|2024-03-10T18:10:57,5,1808607,30:08,9.95241088860101,,,,10/03/24 3:11 PM,10/03/24 6:11 PM,10/03/24 6:44 PM,10/03/24 6:44 PM,False,
37283862,GarminHealth,16754|2024-03-07T19:32:20,5.00015,1772558,29:32,10.1551204530402,,,,7/03/24 4:32 PM,7/03/24 7:32 PM,7/03/24 8:41 PM,7/03/24 8:41 PM,False,
37217871,GarminHealth,16754|2024-03-01T19:37:14,5,1719688,28:39,10.4670149468973,,,,1/03/24 4:37 PM,1/03/24 7:37 PM,1/03/24 9:07 PM,1/03/24 9:07 PM,False,
37184680,GarminHealth,16754|2024-02-27T19:48:48,5.00031,1768903,29:28,10.1764291201948,,,,27/02/24 4:49 PM,27/02/24 7:49 PM,27/02/24 8:57 PM,27/02/24 8:57 PM,False,
37103934,GarminHealth,16754|2024-02-19T20:05:09,5,1773168,29:33,10.1513223789286,,,,19/02/24 5:05 PM,19/02/24 8:05 PM,19/02/24 8:55 PM,19/02/24 8:55 PM,False,
37081788,GarminHealth,16754|2024-02-17T16:43:45,5,1702311,28:22,10.5738610629903,,,,17/02/24 2:44 PM,17/02/24 4:44 PM,17/02/24 6:21 PM,17/02/24 6:21 PM,False,
37055946,GarminHealth,16754|2024-02-14T20:38:02,5,1757665,29:17,10.2408593218844,,,,14/02/24 6:38 PM,14/02/24 8:38 PM,14/02/24 9:15 PM,14/02/24 9:15 PM,False,
37010836,GarminHealth,16754|2024-02-10T11:43:01,5.00044,1746855,29:06,10.3051392359412,,,,10/02/24 9:43 AM,10/02/24 11:43 AM,10/02/24 12:35 PM,10/02/24 12:35 PM,False,
36987022,GarminHealth,16754|2024-02-07T19:28:26,5.00015,1751687,29:11,10.2761166806627,,,,7/02/24 5:28 PM,7/02/24 7:28 PM,7/02/24 8:24 PM,7/02/24 8:24 PM,False,
36930562,GarminHealth,16754|2024-02-03T13:31:20,5.00076,1826805,30:26,9.85476610804109,,,,3/02/24 11:31 AM,3/02/24 1:31 PM,3/02/24 3:34 PM,3/02/24 3:34 PM,False,
36892023,GarminHealth,16754|2024-01-31T18:19:15,5,1761849,29:21,10.216539555887,,,,31/01/24 4:19 PM,31/01/24 6:19 PM,31/01/24 7:36 PM,31/01/24 7:36 PM,False,
36809142,GarminHealth,16754|2024-01-25T17:31:17,5.00309,1708726,28:28,10.5406741630899,,,,25/01/24 3:31 PM,25/01/24 5:31 PM,25/01/24 6:32 PM,25/01/24 6:32 PM,False,
36752014,GarminHealth,16754|2024-01-21T16:48:05,5.00667,1728506,28:48,10.4275090743104,,,,21/01/24 2:48 PM,21/01/24 4:48 PM,21/01/24 6:15 PM,21/01/24 6:15 PM,False,
36697094,GarminHealth,16754|2024-01-16T19:01:33,5,1733999,28:53,10.3806288238921,,,,16/01/24 5:02 PM,16/01/24 7:02 PM,16/01/24 7:35 PM,16/01/24 7:35 PM,False,
36672333,GarminHealth,16754|2024-01-14T17:00:10,5.00277,1756838,29:16,10.2513561295919,,,,14/01/24 3:00 PM,14/01/24 5:00 PM,14/01/24 5:34 PM,14/01/24 5:34 PM,False,
